Name,Preparation Method,Preparation Time (Minutes),Country,Category,Ingredients,Rating,Ingredient Count,Cost Price (EGP),Selling Price (EGP)
Hummus 595,Placeholder preparation instructions.,112,Middle East,Appetizer,"Chickpeas, Tahini, Olive Oil, Lemon Juice, Garlic",4.7,5,34,135
Hummus 839,Placeholder preparation instructions.,68,Middle East,Appetizer,"Chickpeas, Tahini, Olive Oil, Lemon Juice, Garlic",4.7,5,57,116
Molokhia 591,Placeholder preparation instructions.,56,Egypt,Main Course,"Molokhia Leaves, Garlic, Coriander, Chicken, Rice",4.7,5,32,149
Hummus 341,Placeholder preparation instructions.,76,Middle East,Appetizer,"Chickpeas, Tahini, Olive Oil, Lemon Juice, Garlic",4.7,5,53,86
Molokhia 103,Placeholder preparation instructions.,54,Egypt,Main Course,"Molokhia Leaves, Garlic, Coriander, Chicken, Rice",4.7,5,68,100
Shakshuka 764,Placeholder preparation instructions.,66,Middle East,Breakfast,"Tomatoes, Eggs, Onion, Bell Pepper, Spices",4.5,5,26,71
Baklava 779,Placeholder preparation instructions.,70,Turkey,Dessert,"Phyllo Dough, Nuts, Honey, Butter",4.8,4,84,166
Biryani 953,Placeholder preparation instructions.,24,India,Main Course,"Rice, Chicken, Spices, Yogurt, Fried Onions",4.8,5,35,65
Harira 542,Placeholder preparation instructions.,52,Morocco,Soup,"Lentils, Tomatoes, Chickpeas, Spices",4.7,4,46,58
Hummus 696,Placeholder preparation instructions.,79,Middle East,Appetizer,"Chickpeas, Tahini, Olive Oil, Lemon Juice, Garlic",4.7,5,76,143
Harira 385,Placeholder preparation instructions.,45,Morocco,Soup,"Lentils, Tomatoes, Chickpeas, Spices",4.7,4,38,74
Kunafa 580,Placeholder preparation instructions.,51,Middle East,Dessert,"Shredded Dough, Cheese, Sugar Syrup, Pistachios",4.8,4,58,197
Fattoush 565,Placeholder preparation instructions.,76,Middle East,Salad,"Lettuce, Tomato, Cucumber, Pita Bread, Sumac",4.6,5,30,101
Baklava 764,Placeholder preparation instructions.,83,Turkey,Dessert,"Phyllo Dough, Nuts, Honey, Butter",4.8,4,117,124
Baklava 522,Placeholder preparation instructions.,50,Turkey,Dessert,"Phyllo Dough, Nuts, Honey, Butter",4.8,4,75,151
Mansaf 197,Placeholder preparation instructions.,21,Jordan,Main Course,"Lamb, Yogurt, Rice, Almonds, Spices",4.9,5,27,77
Harira 953,Placeholder preparation instructions.,119,Morocco,Soup,"Lentils, Tomatoes, Chickpeas, Spices",4.7,4,39,67
Mansaf 113,Placeholder preparation instructions.,81,Jordan,Main Course,"Lamb, Yogurt, Rice, Almonds, Spices",4.9,5,56,94
Tabbouleh 372,Placeholder preparation instructions.,120,Middle East,Salad,"Parsley, Bulgur, Tomato, Onion, Lemon Juice",4.6,5,73,73
Shakshuka 182,Placeholder preparation instructions.,81,Middle East,Breakfast,"Tomatoes, Eggs, Onion, Bell Pepper, Spices",4.5,5,30,76
Molokhia 546,Placeholder preparation instructions.,56,Egypt,Main Course,"Molokhia Leaves, Garlic, Coriander, Chicken, Rice",4.7,5,72,74
Shakshuka 885,Placeholder preparation instructions.,51,Middle East,Breakfast,"Tomatoes, Eggs, Onion, Bell Pepper, Spices",4.5,5,28,56
Harira 635,Placeholder preparation instructions.,27,Morocco,Soup,"Lentils, Tomatoes, Chickpeas, Spices",4.7,4,49,51
Biryani 524,Placeholder preparation instructions.,109,India,Main Course,"Rice, Chicken, Spices, Yogurt, Fried Onions",4.8,5,35,124
Kunafa 979,Placeholder preparation instructions.,81,Middle East,Dessert,"Shredded Dough, Cheese, Sugar Syrup, Pistachios",4.8,4,78,98
Fattoush 923,Placeholder preparation instructions.,77,Middle East,Salad,"Lettuce, Tomato, Cucumber, Pita Bread, Sumac",4.6,5,35,144
Harira 728,Placeholder preparation instructions.,82,Morocco,Soup,"Lentils, Tomatoes, Chickpeas, Spices",4.7,4,21,76
Tabbouleh 998,Placeholder preparation instructions.,105,Middle East,Salad,"Parsley, Bulgur, Tomato, Onion, Lemon Juice",4.6,5,65,75
Hummus 546,Placeholder preparation instructions.,51,Middle East,Appetizer,"Chickpeas, Tahini, Olive Oil, Lemon Juice, Garlic",4.7,5,74,41
Baklava 750,Placeholder preparation instructions.,33,Turkey,Dessert,"Phyllo Dough, Nuts, Honey, Butter",4.8,4,98,168
Tabbouleh 505,Placeholder preparation instructions.,96,Middle East,Salad,"Parsley, Bulgur, Tomato, Onion, Lemon Juice",4.6,5,33,145
Mansaf 405,Placeholder preparation instructions.,119,Jordan,Main Course,"Lamb, Yogurt, Rice, Almonds, Spices",4.9,5,65,60
Fattoush 807,Placeholder preparation instructions.,96,Middle East,Salad,"Lettuce, Tomato, Cucumber, Pita Bread, Sumac",4.6,5,62,145
Kunafa 851,Placeholder preparation instructions.,26,Middle East,Dessert,"Shredded Dough, Cheese, Sugar Syrup, Pistachios",4.8,4,110,147
Fattoush 404,Placeholder preparation instructions.,22,Middle East,Salad,"Lettuce, Tomato, Cucumber, Pita Bread, Sumac",4.6,5,61,80
Hummus 918,Placeholder preparation instructions.,77,Middle East,Appetizer,"Chickpeas, Tahini, Olive Oil, Lemon Juice, Garlic",4.7,5,31,55
Baklava 174,Placeholder preparation instructions.,107,Turkey,Dessert,"Phyllo Dough, Nuts, Honey, Butter",4.8,4,114,157
Shakshuka 901,Placeholder preparation instructions.,26,Middle East,Breakfast,"Tomatoes, Eggs, Onion, Bell Pepper, Spices",4.5,5,26,88
Baklava 812,Placeholder preparation instructions.,46,Turkey,Dessert,"Phyllo Dough, Nuts, Honey, Butter",4.8,4,58,80
Shakshuka 846,Placeholder preparation instructions.,57,Middle East,Breakfast,"Tomatoes, Eggs, Onion, Bell Pepper, Spices",4.5,5,29,64
Harira 676,Placeholder preparation instructions.,63,Morocco,Soup,"Lentils, Tomatoes, Chickpeas, Spices",4.7,4,22,64
Hummus 723,Placeholder preparation instructions.,79,Middle East,Appetizer,"Chickpeas, Tahini, Olive Oil, Lemon Juice, Garlic",4.7,5,52,40
Tabbouleh 943,Placeholder preparation instructions.,83,Middle East,Salad,"Parsley, Bulgur, Tomato, Onion, Lemon Juice",4.6,5,65,136
Baklava 140,Placeholder preparation instructions.,62,Turkey,Dessert,"Phyllo Dough, Nuts, Honey, Butter",4.8,4,62,92
Fattoush 342,Placeholder preparation instructions.,31,Middle East,Salad,"Lettuce, Tomato, Cucumber, Pita Bread, Sumac",4.6,5,73,135
Molokhia 290,Placeholder preparation instructions.,37,Egypt,Main Course,"Molokhia Leaves, Garlic, Coriander, Chicken, Rice",4.7,5,58,150
Fattoush 376,Placeholder preparation instructions.,78,Middle East,Salad,"Lettuce, Tomato, Cucumber, Pita Bread, Sumac",4.6,5,38,118
Molokhia 808,Placeholder preparation instructions.,59,Egypt,Main Course,"Molokhia Leaves, Garlic, Coriander, Chicken, Rice",4.7,5,25,127
Molokhia 542,Placeholder preparation instructions.,75,Egypt,Main Course,"Molokhia Leaves, Garlic, Coriander, Chicken, Rice",4.7,5,43,106
Baklava 325,Placeholder preparation instructions.,54,Turkey,Dessert,"Phyllo Dough, Nuts, Honey, Butter",4.8,4,77,135
Fattoush 496,Placeholder preparation instructions.,55,Middle East,Salad,"Lettuce, Tomato, Cucumber, Pita Bread, Sumac",4.6,5,49,103
Hummus 477,Placeholder preparation instructions.,81,Middle East,Appetizer,"Chickpeas, Tahini, Olive Oil, Lemon Juice, Garlic",4.7,5,24,92
Hummus 167,Placeholder preparation instructions.,73,Middle East,Appetizer,"Chickpeas, Tahini, Olive Oil, Lemon Juice, Garlic",4.7,5,38,111
Hummus 425,Placeholder preparation instructions.,28,Middle East,Appetizer,"Chickpeas, Tahini, Olive Oil, Lemon Juice, Garlic",4.7,5,36,57
Biryani 739,Placeholder preparation instructions.,80,India,Main Course,"Rice, Chicken, Spices, Yogurt, Fried Onions",4.8,5,64,124
Fattoush 536,Placeholder preparation instructions.,30,Middle East,Salad,"Lettuce, Tomato, Cucumber, Pita Bread, Sumac",4.6,5,70,52
Molokhia 124,Placeholder preparation instructions.,90,Egypt,Main Course,"Molokhia Leaves, Garlic, Coriander, Chicken, Rice",4.7,5,32,134
Biryani 729,Placeholder preparation instructions.,81,India,Main Course,"Rice, Chicken, Spices, Yogurt, Fried Onions",4.8,5,28,44
Mansaf 101,Placeholder preparation instructions.,35,Jordan,Main Course,"Lamb, Yogurt, Rice, Almonds, Spices",4.9,5,75,105
Tabbouleh 157,Placeholder preparation instructions.,27,Middle East,Salad,"Parsley, Bulgur, Tomato, Onion, Lemon Juice",4.6,5,24,134
Molokhia 704,Placeholder preparation instructions.,77,Egypt,Main Course,"Molokhia Leaves, Garlic, Coriander, Chicken, Rice",4.7,5,20,48
Harira 233,Placeholder preparation instructions.,102,Morocco,Soup,"Lentils, Tomatoes, Chickpeas, Spices",4.7,4,20,71
Shakshuka 228,Placeholder preparation instructions.,58,Middle East,Breakfast,"Tomatoes, Eggs, Onion, Bell Pepper, Spices",4.5,5,58,55
Fattoush 980,Placeholder preparation instructions.,63,Middle East,Salad,"Lettuce, Tomato, Cucumber, Pita Bread, Sumac",4.6,5,22,72
Tabbouleh 182,Placeholder preparation instructions.,52,Middle East,Salad,"Parsley, Bulgur, Tomato, Onion, Lemon Juice",4.6,5,47,84
Shakshuka 363,Placeholder preparation instructions.,29,Middle East,Breakfast,"Tomatoes, Eggs, Onion, Bell Pepper, Spices",4.5,5,42,90
Hummus 705,Placeholder preparation instructions.,47,Middle East,Appetizer,"Chickpeas, Tahini, Olive Oil, Lemon Juice, Garlic",4.7,5,73,148
Baklava 810,Placeholder preparation instructions.,74,Turkey,Dessert,"Phyllo Dough, Nuts, Honey, Butter",4.8,4,73,113
Fattoush 699,Placeholder preparation instructions.,63,Middle East,Salad,"Lettuce, Tomato, Cucumber, Pita Bread, Sumac",4.6,5,53,88
Kunafa 709,Placeholder preparation instructions.,102,Middle East,Dessert,"Shredded Dough, Cheese, Sugar Syrup, Pistachios",4.8,4,94,152
Kunafa 409,Placeholder preparation instructions.,32,Middle East,Dessert,"Shredded Dough, Cheese, Sugar Syrup, Pistachios",4.8,4,80,146
Biryani 152,Placeholder preparation instructions.,25,India,Main Course,"Rice, Chicken, Spices, Yogurt, Fried Onions",4.8,5,70,110
Kunafa 967,Placeholder preparation instructions.,112,Middle East,Dessert,"Shredded Dough, Cheese, Sugar Syrup, Pistachios",4.8,4,93,141
Baklava 458,Placeholder preparation instructions.,32,Turkey,Dessert,"Phyllo Dough, Nuts, Honey, Butter",4.8,4,103,110
Tabbouleh 461,Placeholder preparation instructions.,95,Middle East,Salad,"Parsley, Bulgur, Tomato, Onion, Lemon Juice",4.6,5,75,40
Baklava 436,Placeholder preparation instructions.,105,Turkey,Dessert,"Phyllo Dough, Nuts, Honey, Butter",4.8,4,110,127
Shakshuka 113,Placeholder preparation instructions.,88,Middle East,Breakfast,"Tomatoes, Eggs, Onion, Bell Pepper, Spices",4.5,5,49,78
Kunafa 175,Placeholder preparation instructions.,85,Middle East,Dessert,"Shredded Dough, Cheese, Sugar Syrup, Pistachios",4.8,4,118,121
Mansaf 681,Placeholder preparation instructions.,79,Jordan,Main Course,"Lamb, Yogurt, Rice, Almonds, Spices",4.9,5,42,96
Fattoush 243,Placeholder preparation instructions.,56,Middle East,Salad,"Lettuce, Tomato, Cucumber, Pita Bread, Sumac",4.6,5,55,85
Fattoush 110,Placeholder preparation instructions.,36,Middle East,Salad,"Lettuce, Tomato, Cucumber, Pita Bread, Sumac",4.6,5,80,144
Tabbouleh 576,Placeholder preparation instructions.,109,Middle East,Salad,"Parsley, Bulgur, Tomato, Onion, Lemon Juice",4.6,5,58,122
Shakshuka 839,Placeholder preparation instructions.,105,Middle East,Breakfast,"Tomatoes, Eggs, Onion, Bell Pepper, Spices",4.5,5,32,97
Molokhia 869,Placeholder preparation instructions.,49,Egypt,Main Course,"Molokhia Leaves, Garlic, Coriander, Chicken, Rice",4.7,5,38,53
Hummus 734,Placeholder preparation instructions.,43,Middle East,Appetizer,"Chickpeas, Tahini, Olive Oil, Lemon Juice, Garlic",4.7,5,22,68
Biryani 573,Placeholder preparation instructions.,47,India,Main Course,"Rice, Chicken, Spices, Yogurt, Fried Onions",4.8,5,58,141
Shakshuka 183,Placeholder preparation instructions.,73,Middle East,Breakfast,"Tomatoes, Eggs, Onion, Bell Pepper, Spices",4.5,5,29,95
Tabbouleh 753,Placeholder preparation instructions.,39,Middle East,Salad,"Parsley, Bulgur, Tomato, Onion, Lemon Juice",4.6,5,76,100
Harira 741,Placeholder preparation instructions.,33,Morocco,Soup,"Lentils, Tomatoes, Chickpeas, Spices",4.7,4,41,56
Tabbouleh 961,Placeholder preparation instructions.,77,Middle East,Salad,"Parsley, Bulgur, Tomato, Onion, Lemon Juice",4.6,5,45,62
Tabbouleh 475,Placeholder preparation instructions.,37,Middle East,Salad,"Parsley, Bulgur, Tomato, Onion, Lemon Juice",4.6,5,57,87
Biryani 157,Placeholder preparation instructions.,35,India,Main Course,"Rice, Chicken, Spices, Yogurt, Fried Onions",4.8,5,57,110
Fattoush 851,Placeholder preparation instructions.,60,Middle East,Salad,"Lettuce, Tomato, Cucumber, Pita Bread, Sumac",4.6,5,41,102
Tabbouleh 252,Placeholder preparation instructions.,103,Middle East,Salad,"Parsley, Bulgur, Tomato, Onion, Lemon Juice",4.6,5,39,93
Tabbouleh 794,Placeholder preparation instructions.,72,Middle East,Salad,"Parsley, Bulgur, Tomato, Onion, Lemon Juice",4.6,5,50,95
Molokhia 197,Placeholder preparation instructions.,112,Egypt,Main Course,"Molokhia Leaves, Garlic, Coriander, Chicken, Rice",4.7,5,38,51
Biryani 887,Placeholder preparation instructions.,26,India,Main Course,"Rice, Chicken, Spices, Yogurt, Fried Onions",4.8,5,77,98
Mansaf 699,Placeholder preparation instructions.,88,Jordan,Main Course,"Lamb, Yogurt, Rice, Almonds, Spices",4.9,5,64,86
Mansaf 346,Placeholder preparation instructions.,64,Jordan,Main Course,"Lamb, Yogurt, Rice, Almonds, Spices",4.9,5,67,82
Mansaf 263,Placeholder preparation instructions.,32,Jordan,Main Course,"Lamb, Yogurt, Rice, Almonds, Spices",4.9,5,22,72
Harira 383,Placeholder preparation instructions.,102,Morocco,Soup,"Lentils, Tomatoes, Chickpeas, Spices",4.7,4,50,60
Mansaf 753,Placeholder preparation instructions.,52,Jordan,Main Course,"Lamb, Yogurt, Rice, Almonds, Spices",4.9,5,47,127
Molokhia 902,Placeholder preparation instructions.,88,Egypt,Main Course,"Molokhia Leaves, Garlic, Coriander, Chicken, Rice",4.7,5,67,141
Tabbouleh 189,Placeholder preparation instructions.,26,Middle East,Salad,"Parsley, Bulgur, Tomato, Onion, Lemon Juice",4.6,5,70,48
Tabbouleh 111,Placeholder preparation instructions.,51,Middle East,Salad,"Parsley, Bulgur, Tomato, Onion, Lemon Juice",4.6,5,64,53
Hummus 280,Placeholder preparation instructions.,21,Middle East,Appetizer,"Chickpeas, Tahini, Olive Oil, Lemon Juice, Garlic",4.7,5,25,104
Hummus 972,Placeholder preparation instructions.,72,Middle East,Appetizer,"Chickpeas, Tahini, Olive Oil, Lemon Juice, Garlic",4.7,5,77,115
Tabbouleh 749,Placeholder preparation instructions.,81,Middle East,Salad,"Parsley, Bulgur, Tomato, Onion, Lemon Juice",4.6,5,68,108
Shakshuka 285,Placeholder preparation instructions.,71,Middle East,Breakfast,"Tomatoes, Eggs, Onion, Bell Pepper, Spices",4.5,5,54,81
Tabbouleh 979,Placeholder preparation instructions.,39,Middle East,Salad,"Parsley, Bulgur, Tomato, Onion, Lemon Juice",4.6,5,74,106
Fattoush 199,Placeholder preparation instructions.,25,Middle East,Salad,"Lettuce, Tomato, Cucumber, Pita Bread, Sumac",4.6,5,21,103
Biryani 263,Placeholder preparation instructions.,102,India,Main Course,"Rice, Chicken, Spices, Yogurt, Fried Onions",4.8,5,76,131
Biryani 388,Placeholder preparation instructions.,62,India,Main Course,"Rice, Chicken, Spices, Yogurt, Fried Onions",4.8,5,43,125
Shakshuka 671,Placeholder preparation instructions.,61,Middle East,Breakfast,"Tomatoes, Eggs, Onion, Bell Pepper, Spices",4.5,5,32,78
Tabbouleh 595,Placeholder preparation instructions.,41,Middle East,Salad,"Parsley, Bulgur, Tomato, Onion, Lemon Juice",4.6,5,22,46
Harira 813,Placeholder preparation instructions.,32,Morocco,Soup,"Lentils, Tomatoes, Chickpeas, Spices",4.7,4,30,51
Shakshuka 384,Placeholder preparation instructions.,33,Middle East,Breakfast,"Tomatoes, Eggs, Onion, Bell Pepper, Spices",4.5,5,29,67
Kunafa 252,Placeholder preparation instructions.,54,Middle East,Dessert,"Shredded Dough, Cheese, Sugar Syrup, Pistachios",4.8,4,77,138
Mansaf 404,Placeholder preparation instructions.,29,Jordan,Main Course,"Lamb, Yogurt, Rice, Almonds, Spices",4.9,5,50,125
Molokhia 981,Placeholder preparation instructions.,37,Egypt,Main Course,"Molokhia Leaves, Garlic, Coriander, Chicken, Rice",4.7,5,65,141
Baklava 890,Placeholder preparation instructions.,117,Turkey,Dessert,"Phyllo Dough, Nuts, Honey, Butter",4.8,4,93,171
Fattoush 592,Placeholder preparation instructions.,42,Middle East,Salad,"Lettuce, Tomato, Cucumber, Pita Bread, Sumac",4.6,5,26,120
Tabbouleh 154,Placeholder preparation instructions.,107,Middle East,Salad,"Parsley, Bulgur, Tomato, Onion, Lemon Juice",4.6,5,41,135
Harira 203,Placeholder preparation instructions.,50,Morocco,Soup,"Lentils, Tomatoes, Chickpeas, Spices",4.7,4,35,53
Tabbouleh 838,Placeholder preparation instructions.,22,Middle East,Salad,"Parsley, Bulgur, Tomato, Onion, Lemon Juice",4.6,5,54,43
Kunafa 425,Placeholder preparation instructions.,61,Middle East,Dessert,"Shredded Dough, Cheese, Sugar Syrup, Pistachios",4.8,4,50,106
Tabbouleh 572,Placeholder preparation instructions.,22,Middle East,Salad,"Parsley, Bulgur, Tomato, Onion, Lemon Juice",4.6,5,20,118
Hummus 744,Placeholder preparation instructions.,51,Middle East,Appetizer,"Chickpeas, Tahini, Olive Oil, Lemon Juice, Garlic",4.7,5,56,54
Molokhia 706,Placeholder preparation instructions.,117,Egypt,Main Course,"Molokhia Leaves, Garlic, Coriander, Chicken, Rice",4.7,5,74,76
Hummus 426,Placeholder preparation instructions.,89,Middle East,Appetizer,"Chickpeas, Tahini, Olive Oil, Lemon Juice, Garlic",4.7,5,58,93
Kunafa 489,Placeholder preparation instructions.,52,Middle East,Dessert,"Shredded Dough, Cheese, Sugar Syrup, Pistachios",4.8,4,105,118
Tabbouleh 741,Placeholder preparation instructions.,114,Middle East,Salad,"Parsley, Bulgur, Tomato, Onion, Lemon Juice",4.6,5,52,79
Tabbouleh 476,Placeholder preparation instructions.,20,Middle East,Salad,"Parsley, Bulgur, Tomato, Onion, Lemon Juice",4.6,5,34,83
Mansaf 822,Placeholder preparation instructions.,87,Jordan,Main Course,"Lamb, Yogurt, Rice, Almonds, Spices",4.9,5,76,95
Hummus 878,Placeholder preparation instructions.,110,Middle East,Appetizer,"Chickpeas, Tahini, Olive Oil, Lemon Juice, Garlic",4.7,5,21,134
Kunafa 759,Placeholder preparation instructions.,99,Middle East,Dessert,"Shredded Dough, Cheese, Sugar Syrup, Pistachios",4.8,4,95,135
Shakshuka 147,Placeholder preparation instructions.,117,Middle East,Breakfast,"Tomatoes, Eggs, Onion, Bell Pepper, Spices",4.5,5,33,68
Fattoush 939,Placeholder preparation instructions.,40,Middle East,Salad,"Lettuce, Tomato, Cucumber, Pita Bread, Sumac",4.6,5,24,81
Biryani 449,Placeholder preparation instructions.,114,India,Main Course,"Rice, Chicken, Spices, Yogurt, Fried Onions",4.8,5,79,99
Harira 928,Placeholder preparation instructions.,73,Morocco,Soup,"Lentils, Tomatoes, Chickpeas, Spices",4.7,4,39,76
Tabbouleh 356,Placeholder preparation instructions.,101,Middle East,Salad,"Parsley, Bulgur, Tomato, Onion, Lemon Juice",4.6,5,42,134
Harira 899,Placeholder preparation instructions.,107,Morocco,Soup,"Lentils, Tomatoes, Chickpeas, Spices",4.7,4,23,52
Tabbouleh 602,Placeholder preparation instructions.,80,Middle East,Salad,"Parsley, Bulgur, Tomato, Onion, Lemon Juice",4.6,5,74,50
Molokhia 485,Placeholder preparation instructions.,26,Egypt,Main Course,"Molokhia Leaves, Garlic, Coriander, Chicken, Rice",4.7,5,73,103
Kunafa 331,Placeholder preparation instructions.,48,Middle East,Dessert,"Shredded Dough, Cheese, Sugar Syrup, Pistachios",4.8,4,60,187
Kunafa 736,Placeholder preparation instructions.,110,Middle East,Dessert,"Shredded Dough, Cheese, Sugar Syrup, Pistachios",4.8,4,77,174
Fattoush 996,Placeholder preparation instructions.,120,Middle East,Salad,"Lettuce, Tomato, Cucumber, Pita Bread, Sumac",4.6,5,70,124
Kunafa 616,Placeholder preparation instructions.,33,Middle East,Dessert,"Shredded Dough, Cheese, Sugar Syrup, Pistachios",4.8,4,60,105
Molokhia 728,Placeholder preparation instructions.,119,Egypt,Main Course,"Molokhia Leaves, Garlic, Coriander, Chicken, Rice",4.7,5,78,94
Tabbouleh 974,Placeholder preparation instructions.,79,Middle East,Salad,"Parsley, Bulgur, Tomato, Onion, Lemon Juice",4.6,5,25,143
Baklava 591,Placeholder preparation instructions.,74,Turkey,Dessert,"Phyllo Dough, Nuts, Honey, Butter",4.8,4,94,163
Baklava 673,Placeholder preparation instructions.,112,Turkey,Dessert,"Phyllo Dough, Nuts, Honey, Butter",4.8,4,90,93
Fattoush 541,Placeholder preparation instructions.,100,Middle East,Salad,"Lettuce, Tomato, Cucumber, Pita Bread, Sumac",4.6,5,80,99
Mansaf 454,Placeholder preparation instructions.,33,Jordan,Main Course,"Lamb, Yogurt, Rice, Almonds, Spices",4.9,5,21,95
Molokhia 456,Placeholder preparation instructions.,52,Egypt,Main Course,"Molokhia Leaves, Garlic, Coriander, Chicken, Rice",4.7,5,35,122
Baklava 900,Placeholder preparation instructions.,98,Turkey,Dessert,"Phyllo Dough, Nuts, Honey, Butter",4.8,4,58,104
Baklava 982,Placeholder preparation instructions.,21,Turkey,Dessert,"Phyllo Dough, Nuts, Honey, Butter",4.8,4,93,152
Tabbouleh 978,Placeholder preparation instructions.,21,Middle East,Salad,"Parsley, Bulgur, Tomato, Onion, Lemon Juice",4.6,5,46,82
Baklava 908,Placeholder preparation instructions.,55,Turkey,Dessert,"Phyllo Dough, Nuts, Honey, Butter",4.8,4,83,171
Shakshuka 556,Placeholder preparation instructions.,20,Middle East,Breakfast,"Tomatoes, Eggs, Onion, Bell Pepper, Spices",4.5,5,30,98
Harira 782,Placeholder preparation instructions.,108,Morocco,Soup,"Lentils, Tomatoes, Chickpeas, Spices",4.7,4,31,51
Tabbouleh 499,Placeholder preparation instructions.,94,Middle East,Salad,"Parsley, Bulgur, Tomato, Onion, Lemon Juice",4.6,5,72,125
Biryani 666,Placeholder preparation instructions.,41,India,Main Course,"Rice, Chicken, Spices, Yogurt, Fried Onions",4.8,5,41,106
Hummus 632,Placeholder preparation instructions.,40,Middle East,Appetizer,"Chickpeas, Tahini, Olive Oil, Lemon Juice, Garlic",4.7,5,26,41
Baklava 687,Placeholder preparation instructions.,110,Turkey,Dessert,"Phyllo Dough, Nuts, Honey, Butter",4.8,4,76,88
Biryani 608,Placeholder preparation instructions.,109,India,Main Course,"Rice, Chicken, Spices, Yogurt, Fried Onions",4.8,5,80,62
Shakshuka 637,Placeholder preparation instructions.,31,Middle East,Breakfast,"Tomatoes, Eggs, Onion, Bell Pepper, Spices",4.5,5,35,97
Fattoush 727,Placeholder preparation instructions.,81,Middle East,Salad,"Lettuce, Tomato, Cucumber, Pita Bread, Sumac",4.6,5,48,138
Mansaf 892,Placeholder preparation instructions.,58,Jordan,Main Course,"Lamb, Yogurt, Rice, Almonds, Spices",4.9,5,54,63
Tabbouleh 745,Placeholder preparation instructions.,86,Middle East,Salad,"Parsley, Bulgur, Tomato, Onion, Lemon Juice",4.6,5,53,82
Fattoush 919,Placeholder preparation instructions.,86,Middle East,Salad,"Lettuce, Tomato, Cucumber, Pita Bread, Sumac",4.6,5,36,81
Shakshuka 744,Placeholder preparation instructions.,115,Middle East,Breakfast,"Tomatoes, Eggs, Onion, Bell Pepper, Spices",4.5,5,26,54
Biryani 365,Placeholder preparation instructions.,113,India,Main Course,"Rice, Chicken, Spices, Yogurt, Fried Onions",4.8,5,34,96
Shakshuka 689,Placeholder preparation instructions.,62,Middle East,Breakfast,"Tomatoes, Eggs, Onion, Bell Pepper, Spices",4.5,5,46,88
Hummus 197,Placeholder preparation instructions.,51,Middle East,Appetizer,"Chickpeas, Tahini, Olive Oil, Lemon Juice, Garlic",4.7,5,80,99
Hummus 314,Placeholder preparation instructions.,88,Middle East,Appetizer,"Chickpeas, Tahini, Olive Oil, Lemon Juice, Garlic",4.7,5,62,139
Shakshuka 553,Placeholder preparation instructions.,40,Middle East,Breakfast,"Tomatoes, Eggs, Onion, Bell Pepper, Spices",4.5,5,41,71
Tabbouleh 785,Placeholder preparation instructions.,50,Middle East,Salad,"Parsley, Bulgur, Tomato, Onion, Lemon Juice",4.6,5,71,123
Baklava 927,Placeholder preparation instructions.,114,Turkey,Dessert,"Phyllo Dough, Nuts, Honey, Butter",4.8,4,82,173
Shakshuka 193,Placeholder preparation instructions.,44,Middle East,Breakfast,"Tomatoes, Eggs, Onion, Bell Pepper, Spices",4.5,5,59,55
Hummus 278,Placeholder preparation instructions.,120,Middle East,Appetizer,"Chickpeas, Tahini, Olive Oil, Lemon Juice, Garlic",4.7,5,45,92
Mansaf 466,Placeholder preparation instructions.,93,Jordan,Main Course,"Lamb, Yogurt, Rice, Almonds, Spices",4.9,5,49,85
Tabbouleh 195,Placeholder preparation instructions.,69,Middle East,Salad,"Parsley, Bulgur, Tomato, Onion, Lemon Juice",4.6,5,49,138
Hummus 993,Placeholder preparation instructions.,28,Middle East,Appetizer,"Chickpeas, Tahini, Olive Oil, Lemon Juice, Garlic",4.7,5,25,148
Shakshuka 663,Placeholder preparation instructions.,34,Middle East,Breakfast,"Tomatoes, Eggs, Onion, Bell Pepper, Spices",4.5,5,26,66
Tabbouleh 733,Placeholder preparation instructions.,117,Middle East,Salad,"Parsley, Bulgur, Tomato, Onion, Lemon Juice",4.6,5,74,88
Fattoush 353,Placeholder preparation instructions.,68,Middle East,Salad,"Lettuce, Tomato, Cucumber, Pita Bread, Sumac",4.6,5,72,89
Tabbouleh 494,Placeholder preparation instructions.,45,Middle East,Salad,"Parsley, Bulgur, Tomato, Onion, Lemon Juice",4.6,5,38,57
Baklava 190,Placeholder preparation instructions.,71,Turkey,Dessert,"Phyllo Dough, Nuts, Honey, Butter",4.8,4,64,123
Tabbouleh 784,Placeholder preparation instructions.,26,Middle East,Salad,"Parsley, Bulgur, Tomato, Onion, Lemon Juice",4.6,5,29,67
Baklava 231,Placeholder preparation instructions.,20,Turkey,Dessert,"Phyllo Dough, Nuts, Honey, Butter",4.8,4,99,199
Kunafa 982,Placeholder preparation instructions.,39,Middle East,Dessert,"Shredded Dough, Cheese, Sugar Syrup, Pistachios",4.8,4,114,190
Harira 551,Placeholder preparation instructions.,28,Morocco,Soup,"Lentils, Tomatoes, Chickpeas, Spices",4.7,4,46,73
Harira 248,Placeholder preparation instructions.,93,Morocco,Soup,"Lentils, Tomatoes, Chickpeas, Spices",4.7,4,37,48
Hummus 797,Placeholder preparation instructions.,108,Middle East,Appetizer,"Chickpeas, Tahini, Olive Oil, Lemon Juice, Garlic",4.7,5,56,54
Baklava 891,Placeholder preparation instructions.,53,Turkey,Dessert,"Phyllo Dough, Nuts, Honey, Butter",4.8,4,110,84
